,alignment,condition,time_screen,sub,age,gender,cohort
313,misaligned,different,1.0999999999999999,FE5VWR,6.739726027397261,m,Expt2_Cohort2
314,misaligned,different,1.02,3AcJCP,5.671232876712328,m,Expt2_Cohort2
315,misaligned,different,0.8166666666666668,KJFKY6,4.273972602739726,f,Expt2_Cohort2
316,misaligned,different,5.015,SCF4A4,5.095890410958904,m,Expt2_Cohort2
317,misaligned,different,2.4833333333333334,647PWM,6.328767123287672,f,Expt2_Cohort2
318,misaligned,different,0.9000000000000001,dK4AG7,4.684931506849315,f,Expt2_Cohort2
319,misaligned,different,1.0199999999999998,4YRELY,6.493150684931507,f,Expt2_Cohort2
320,misaligned,different,1.2,654ADc,4.273972602739726,f,Expt2_Cohort2
321,misaligned,different,4.2,W3DCM6,4.767123287671233,f,Expt2_Cohort2
322,misaligned,different,4.7,5WST6D,4.109589041095891,f,Expt2_Cohort2
323,misaligned,different,3.3000000000000007,VPXS3R,4.109589041095891,f,Expt2_Cohort2
324,misaligned,different,2.335,cMTPEE,5.424657534246576,f,Expt2_Cohort2
325,misaligned,different,3.4200000000000004,KPNSX4,5.013698630136986,f,Expt2_Cohort2
326,misaligned,different,2.8666666666666667,HGFXAC,6.739726027397261,m,Expt2_Cohort2
327,misaligned,different,2.6,5PUUT3,4.8493150684931505,f,Expt2_Cohort2
328,misaligned,different,5.866666666666667,LLVdBD,5.671232876712328,m,Expt2_Cohort2
329,misaligned,different,0.6399999999999999,NMCY2E,4.8493150684931505,f,Expt2_Cohort2
330,misaligned,different,4.166666666666667,N7N6QJ,5.835616438356165,f,Expt2_Cohort2
331,misaligned,different,3.8166666666666664,B4J7AH,5.7534246575342465,m,Expt2_Cohort2
332,misaligned,different,17.22,557QS4,5.260273972602739,m,Expt2_Cohort2
333,misaligned,different,1.7060000000000002,GYZRTE,6.575342465753424,m,Expt2_Cohort2
334,misaligned,different,7.183333333333334,B42MVZ,6.410958904109589,m,Expt2_Cohort2
335,misaligned,different,3.38,WCW4P3,5.342465753424658,f,Expt2_Cohort2
336,misaligned,different,2.3000000000000003,dCBR4J,4.273972602739726,f,Expt2_Cohort2
337,misaligned,different,2.4499999999999997,7WdEYG,6.164383561643835,m,Expt2_Cohort2
338,misaligned,different,3.8,2VdMPK,4.767123287671233,m,Expt2_Cohort2
339,misaligned,different,4.0,7TcFJA,6.164383561643835,f,Expt2_Cohort2
340,misaligned,different,1.5166666666666664,PLS76N,4.3561643835616435,m,Expt2_Cohort2
341,misaligned,different,3.46,VFMYRA,6.328767123287672,m,Expt2_Cohort2
342,misaligned,different,2.015,HXGHY5,5.178082191780822,na,Expt2_Cohort2
343,misaligned,different,2.4166666666666665,QWUB76,5.095890410958904,f,Expt2_Cohort2
344,misaligned,different,3.04,Ud4B2K,6.986301369863014,f,Expt2_Cohort2
345,misaligned,different,2.933333333333333,NW7HB3,5.835616438356165,f,Expt2_Cohort2
346,misaligned,different,1.5166666666666666,XWScUc,5.178082191780822,f,Expt2_Cohort2
347,misaligned,different,3.1233333333333335,ZVJDEU,5.7534246575342465,f,Expt2_Cohort2
348,misaligned,different,1.8483333333333334,QNMB4N,6.0,m,Expt2_Cohort2
349,misaligned,different,4.433333333333334,LSc3FM,4.3561643835616435,m,Expt2_Cohort2
350,misaligned,different,6.368333333333333,F4G4FM,4.438356164383562,m,Expt2_Cohort2
351,misaligned,different,0.9166666666666665,2NP5LU,6.2465753424657535,f,Expt2_Cohort2
352,misaligned,different,3.003333333333334,22Q73C,6.493150684931507,f,Expt2_Cohort2
353,misaligned,different,2.6399999999999997,TSGcWM,4.273972602739726,f,Expt2_Cohort2
354,misaligned,different,4.9,6EQ6ZY,4.767123287671233,m,Expt2_Cohort2
355,misaligned,different,1.8800000000000001,DGU5G3,6.575342465753424,m,Expt2_Cohort2
356,misaligned,different,4.340000000000001,SM5UPX,4.273972602739726,f,Expt2_Cohort2
357,misaligned,different,3.43,R3PcJY,4.273972602739726,f,Expt2_Cohort2
358,misaligned,different,2.0700000000000003,UZUdUB,4.191780821917808,f,Expt2_Cohort2
359,misaligned,different,6.633333333333334,2Z6TXF,6.739726027397261,m,Expt2_Cohort2
360,misaligned,different,4.816666666666666,DEGFRM,6.904109589041096,f,Expt2_Cohort2
361,misaligned,different,15.419999999999998,XXNMVF,4.684931506849315,m,Expt2_Cohort2
362,misaligned,different,1.6600000000000001,SYZ6JW,4.027397260273973,m,Expt2_Cohort2
363,misaligned,different,1.3833333333333335,DC7YSY,6.0,m,Expt2_Cohort2
364,misaligned,different,1.5999999999999999,MQRYdH,4.191780821917808,m,Expt2_Cohort2
365,misaligned,different,1.9166666666666667,UTQMDV,5.917808219178082,m,Expt2_Cohort2
366,misaligned,different,3.766666666666667,Yd4MNZ,5.342465753424658,m,Expt2_Cohort2
367,misaligned,different,4.32,PBcE6K,4.767123287671233,m,Expt2_Cohort2
368,misaligned,different,4.466666666666667,T2PY42,6.410958904109589,F,Expt2_Cohort2
369,misaligned,different,1.78,WMS3PY,6.904109589041096,m,Expt2_Cohort2
370,misaligned,different,1.6666666666666667,XJLS5V,5.671232876712328,f,Expt2_Cohort2
371,misaligned,different,3.4500000000000006,JZTW76,5.342465753424658,m,Expt2_Cohort2
372,misaligned,different,1.7200000000000002,B6ETF6,4.602739726027397,m,Expt2_Cohort2
373,misaligned,different,2.3999999999999995,TPV3Q3,4.931506849315069,f,Expt2_Cohort2
374,misaligned,different,2.75,67R3AH,6.493150684931507,m,Expt2_Cohort2
375,misaligned,different,4.750000000000001,252KT2,6.410958904109589,m,Expt2_Cohort2
376,misaligned,different,5.816666666666666,EAFAHH,4.273972602739726,m,Expt2_Cohort2
377,misaligned,different,1.5666666666666667,SHNYH5,4.767123287671233,m,Expt2_Cohort2
378,misaligned,different,2.716666666666667,LSABCP,6.0,f,Expt2_Cohort2
379,misaligned,different,3.4499999999999997,F6cPS4,4.602739726027397,f,Expt2_Cohort2
380,misaligned,different,3.283333333333333,M7W4BK,4.602739726027397,f,Expt2_Cohort2
381,misaligned,different,1.7,MP5CJd,5.917808219178082,f,Expt2_Cohort2
382,misaligned,different,1.2483333333333333,K2RcW2,4.3561643835616435,m,Expt2_Cohort2
383,misaligned,different,4.0200000000000005,3DG23J,4.3561643835616435,f,Expt2_Cohort2
384,misaligned,different,4.416666666666667,WGQAFG,6.493150684931507,m,Expt2_Cohort2
385,misaligned,different,6.699999999999999,XX2TNH,4.027397260273973,f,Expt2_Cohort2
386,misaligned,different,5.9816666666666665,N2GA2B,4.191780821917808,m,Expt2_Cohort2
387,misaligned,different,1.2,YXd62F,4.438356164383562,f,Expt2_Cohort2
388,misaligned,different,2.516666666666667,P2J3BQ,4.027397260273973,f,Expt2_Cohort2
389,misaligned,different,3.6500000000000004,c3FCXX,5.178082191780822,f,Expt2_Cohort2
390,aligned,different,4.05,2RWWZ7,6.493150684931507,f,Expt2_Cohort1
391,aligned,different,3.0700000000000003,NJdNH4,6.2465753424657535,f,Expt2_Cohort1
392,aligned,different,2.8,WJVWWU,4.684931506849315,m,Expt2_Cohort1
393,aligned,different,0.2333333333333333,CAT4ZG,6.410958904109589,m,Expt2_Cohort1
394,aligned,different,1.1750000000000003,2WP74c,4.3561643835616435,m,Expt2_Cohort1
395,aligned,different,3.3333333333333326,EASJMJ,4.602739726027397,m,Expt2_Cohort1
396,aligned,different,2.8199999999999994,DCQcGU,6.2465753424657535,m,Expt2_Cohort1
397,aligned,different,1.933333333333333,CDJG6B,4.191780821917808,m,Expt2_Cohort1
398,aligned,different,0.8333333333333334,GHVHK6,6.904109589041096,m,Expt2_Cohort1
399,aligned,different,2.1,637KXW,4.602739726027397,m,Expt2_Cohort1
400,aligned,different,2.0,ZLTdXJ,6.575342465753424,f,Expt2_Cohort1
401,aligned,different,4.466666666666667,TMYEYX,6.986301369863014,f,Expt2_Cohort1
402,aligned,different,1.5,cULKQ4,5.7534246575342465,f,Expt2_Cohort1
403,aligned,different,1.6916666666666667,3VTF4d,4.931506849315069,f,Expt2_Cohort1
404,aligned,different,2.22,BVATJP,5.589041095890411,m,Expt2_Cohort1
405,aligned,different,3.5400000000000005,66KR2A,6.739726027397261,m,Expt2_Cohort1
406,aligned,different,4.1000000000000005,Z6A6HA,5.095890410958904,f,Expt2_Cohort1
407,aligned,different,1.7833333333333332,4GHD47,6.821917808219178,m,Expt2_Cohort1
408,aligned,different,4.7,RBPFW2,5.424657534246576,f,Expt2_Cohort1
409,aligned,different,2.3499999999999996,JT3dCQ,5.671232876712328,f,Expt2_Cohort1
410,aligned,different,2.0599999999999996,ZPTAAN,5.671232876712328,m,Expt2_Cohort1
411,aligned,different,3.7600000000000002,SQTVTK,4.438356164383562,f,Expt2_Cohort1
412,aligned,different,0.9833333333333333,QFZJCK,6.328767123287672,f,Expt2_Cohort1
413,aligned,different,1.2383333333333333,5MPU6P,4.931506849315069,m,Expt2_Cohort1
414,aligned,different,2.3,PRCGVE,5.178082191780822,m,Expt2_Cohort1
415,aligned,different,3.6166666666666667,2XXKHX,5.424657534246576,m,Expt2_Cohort1
416,aligned,different,1.7400000000000002,WdYBcR,6.493150684931507,f,Expt2_Cohort1
417,aligned,different,0.5833333333333331,SNQL5Q,5.095890410958904,f,Expt2_Cohort1
418,aligned,different,3.6833333333333336,D3FQFL,4.684931506849315,m,Expt2_Cohort1
419,aligned,different,1.8200000000000003,LZ4VF4,6.082191780821918,f,Expt2_Cohort1
420,aligned,different,2.1166666666666667,HU53KP,4.602739726027397,m,Expt2_Cohort1
421,aligned,different,1.7166666666666668,JY3YHZ,7.1506849315068495,f,Expt2_Cohort1
422,aligned,different,3.9000000000000004,EFUU5P,4.438356164383562,m,Expt2_Cohort1
423,aligned,different,0.8500000000000001,NGd6cH,6.164383561643835,m,Expt2_Cohort1
424,aligned,different,3.25,JYcPYS,4.767123287671233,m,Expt2_Cohort1
425,aligned,different,3.5620000000000003,R4MQRD,5.7534246575342465,m,Expt2_Cohort2
426,aligned,different,8.916666666666668,63ZA2G,4.438356164383562,f,Expt2_Cohort2
427,aligned,different,3.6799999999999997,D7cQVV,4.3561643835616435,m,Expt2_Cohort2
428,aligned,different,5.043333333333333,ZcTHZD,4.273972602739726,m,Expt2_Cohort2
429,aligned,different,4.25,BHVRZB,6.657534246575342,m,Expt2_Cohort2
430,aligned,different,1.6119999999999994,FRcVX2,6.0,f,Expt2_Cohort2
431,aligned,different,3.18,XAZZBC,4.027397260273973,m,Expt2_Cohort2
432,aligned,different,0.7166666666666667,GH7E3L,5.095890410958904,m,Expt2_Cohort2
433,aligned,different,3.0,GXPFJT,4.438356164383562,f,Expt2_Cohort2
434,aligned,different,2.5500000000000003,UULEZL,4.52054794520548,m,Expt2_Cohort2
435,aligned,different,2.382,42SYQN,4.767123287671233,f,Expt2_Cohort2
436,aligned,different,1.06,PdQGGK,4.602739726027397,m,Expt2_Cohort2
437,aligned,different,6.04,FV6UMK,4.767123287671233,m,Expt2_Cohort2
438,aligned,different,2.2199999999999998,P53E43,6.904109589041096,f,Expt2_Cohort2
439,aligned,different,1.383333333333333,BM53dR,4.52054794520548,m,Expt2_Cohort2
440,aligned,different,0.7779999999999998,YUCc6Z,6.986301369863014,f,Expt2_Cohort2
441,aligned,different,1.2666666666666666,KUJ4UH,4.438356164383562,m,Expt2_Cohort2
442,aligned,different,1.3066666666666669,24DFVB,5.589041095890411,m,Expt2_Cohort2
443,aligned,different,2.566666666666667,FE5VWR,6.739726027397261,m,Expt2_Cohort2
444,aligned,different,1.4666666666666666,3AcJCP,5.671232876712328,m,Expt2_Cohort2
445,aligned,different,1.9333333333333336,KJFKY6,4.273972602739726,f,Expt2_Cohort2
446,aligned,different,6.703999999999999,SCF4A4,5.095890410958904,m,Expt2_Cohort2
447,aligned,different,2.5033333333333334,647PWM,6.328767123287672,f,Expt2_Cohort2
448,aligned,different,1.1333333333333333,dK4AG7,4.684931506849315,f,Expt2_Cohort2
449,aligned,different,1.616666666666667,4YRELY,6.493150684931507,f,Expt2_Cohort2
450,aligned,different,1.0333333333333334,654ADc,4.273972602739726,f,Expt2_Cohort2
451,aligned,different,3.6,W3DCM6,4.767123287671233,f,Expt2_Cohort2
452,aligned,different,5.042,5WST6D,4.109589041095891,f,Expt2_Cohort2
453,aligned,different,2.46,VPXS3R,4.109589041095891,f,Expt2_Cohort2
454,aligned,different,3.02,cMTPEE,5.424657534246576,f,Expt2_Cohort2
455,aligned,different,7.433333333333333,KPNSX4,5.013698630136986,f,Expt2_Cohort2
456,aligned,different,3.0833333333333335,HGFXAC,6.739726027397261,m,Expt2_Cohort2
457,aligned,different,1.55,5PUUT3,4.8493150684931505,f,Expt2_Cohort2
458,aligned,different,4.866666666666666,LLVdBD,5.671232876712328,m,Expt2_Cohort2
459,aligned,different,0.6166666666666666,NMCY2E,4.8493150684931505,f,Expt2_Cohort2
460,aligned,different,5.276666666666666,N7N6QJ,5.835616438356165,f,Expt2_Cohort2
461,aligned,different,3.5333333333333337,B4J7AH,5.7534246575342465,m,Expt2_Cohort2
462,aligned,different,13.4,557QS4,5.260273972602739,m,Expt2_Cohort2
463,aligned,different,2.0816666666666666,GYZRTE,6.575342465753424,m,Expt2_Cohort2
464,aligned,different,5.459999999999999,B42MVZ,6.410958904109589,m,Expt2_Cohort2
465,aligned,different,5.449999999999999,WCW4P3,5.342465753424658,f,Expt2_Cohort2
466,aligned,different,2.015,dCBR4J,4.273972602739726,f,Expt2_Cohort2
467,aligned,different,4.58,7WdEYG,6.164383561643835,m,Expt2_Cohort2
468,aligned,different,4.380000000000001,2VdMPK,4.767123287671233,m,Expt2_Cohort2
469,aligned,different,1.8833333333333335,7TcFJA,6.164383561643835,f,Expt2_Cohort2
470,aligned,different,0.82,PLS76N,4.3561643835616435,m,Expt2_Cohort2
471,aligned,different,2.8000000000000003,VFMYRA,6.328767123287672,m,Expt2_Cohort2
472,aligned,different,1.9183333333333332,HXGHY5,5.178082191780822,na,Expt2_Cohort2
473,aligned,different,3.216666666666667,QWUB76,5.095890410958904,f,Expt2_Cohort2
474,aligned,different,1.2,Ud4B2K,6.986301369863014,f,Expt2_Cohort2
475,aligned,different,3.9,NW7HB3,5.835616438356165,f,Expt2_Cohort2
476,aligned,different,2.1666666666666665,XWScUc,5.178082191780822,f,Expt2_Cohort2
477,aligned,different,3.723333333333333,ZVJDEU,5.7534246575342465,f,Expt2_Cohort2
478,aligned,different,1.842,QNMB4N,6.0,m,Expt2_Cohort2
479,aligned,different,3.0580000000000003,LSc3FM,4.3561643835616435,m,Expt2_Cohort2
480,aligned,different,3.566,F4G4FM,4.438356164383562,m,Expt2_Cohort2
481,aligned,different,2.2333333333333334,2NP5LU,6.2465753424657535,f,Expt2_Cohort2
482,aligned,different,7.446666666666665,22Q73C,6.493150684931507,f,Expt2_Cohort2
483,aligned,different,1.7499999999999998,TSGcWM,4.273972602739726,f,Expt2_Cohort2
484,aligned,different,2.683333333333333,6EQ6ZY,4.767123287671233,m,Expt2_Cohort2
485,aligned,different,0.96,DGU5G3,6.575342465753424,m,Expt2_Cohort2
486,aligned,different,1.5333333333333332,SM5UPX,4.273972602739726,f,Expt2_Cohort2
487,aligned,different,3.9299999999999997,R3PcJY,4.273972602739726,f,Expt2_Cohort2
488,aligned,different,2.7166666666666663,UZUdUB,4.191780821917808,f,Expt2_Cohort2
489,aligned,different,5.816666666666667,2Z6TXF,6.739726027397261,m,Expt2_Cohort2
490,aligned,different,4.7,DEGFRM,6.904109589041096,f,Expt2_Cohort2
491,aligned,different,10.059999999999999,XXNMVF,4.684931506849315,m,Expt2_Cohort2
492,aligned,different,1.44,SYZ6JW,4.027397260273973,m,Expt2_Cohort2
493,aligned,different,1.7433333333333334,DC7YSY,6.0,m,Expt2_Cohort2
494,aligned,different,2.1333333333333333,MQRYdH,4.191780821917808,m,Expt2_Cohort2
495,aligned,different,2.533333333333333,UTQMDV,5.917808219178082,m,Expt2_Cohort2
496,aligned,different,4.640000000000001,Yd4MNZ,5.342465753424658,m,Expt2_Cohort2
497,aligned,different,5.300000000000001,PBcE6K,4.767123287671233,m,Expt2_Cohort2
498,aligned,different,2.1,T2PY42,6.410958904109589,F,Expt2_Cohort2
499,aligned,different,1.4833333333333334,WMS3PY,6.904109589041096,m,Expt2_Cohort2
500,aligned,different,1.883333333333333,XJLS5V,5.671232876712328,f,Expt2_Cohort2
501,aligned,different,7.400000000000001,JZTW76,5.342465753424658,m,Expt2_Cohort2
502,aligned,different,1.6800000000000002,B6ETF6,4.602739726027397,m,Expt2_Cohort2
503,aligned,different,1.9349999999999998,TPV3Q3,4.931506849315069,f,Expt2_Cohort2
504,aligned,different,3.4500000000000006,67R3AH,6.493150684931507,m,Expt2_Cohort2
505,aligned,different,2.533333333333333,252KT2,6.410958904109589,m,Expt2_Cohort2
506,aligned,different,4.083333333333333,EAFAHH,4.273972602739726,m,Expt2_Cohort2
507,aligned,different,2.0800000000000005,SHNYH5,4.767123287671233,m,Expt2_Cohort2
508,aligned,different,3.616666666666667,LSABCP,6.0,f,Expt2_Cohort2
509,aligned,different,2.6999999999999997,F6cPS4,4.602739726027397,f,Expt2_Cohort2
510,aligned,different,3.0500000000000003,M7W4BK,4.602739726027397,f,Expt2_Cohort2
511,aligned,different,1.7166666666666668,MP5CJd,5.917808219178082,f,Expt2_Cohort2
512,aligned,different,1.4349999999999998,K2RcW2,4.3561643835616435,m,Expt2_Cohort2
513,aligned,different,4.016666666666667,3DG23J,4.3561643835616435,f,Expt2_Cohort2
514,aligned,different,6.3,WGQAFG,6.493150684931507,m,Expt2_Cohort2
515,aligned,different,2.483333333333334,XX2TNH,4.027397260273973,f,Expt2_Cohort2
516,aligned,different,3.6816666666666666,N2GA2B,4.191780821917808,m,Expt2_Cohort2
517,aligned,different,1.8333333333333337,YXd62F,4.438356164383562,f,Expt2_Cohort2
518,aligned,different,2.96,P2J3BQ,4.027397260273973,f,Expt2_Cohort2
519,aligned,different,2.283333333333333,c3FCXX,5.178082191780822,f,Expt2_Cohort2
