,alignment,condition,accuracy,sub,age,gender,cohort
324,misaligned,different,0.8333333333333334,cMTPEE,5.424657534246576,f,Expt2_Cohort2
325,misaligned,different,1.0,KPNSX4,5.013698630136986,f,Expt2_Cohort2
326,misaligned,different,1.0,HGFXAC,6.739726027397261,m,Expt2_Cohort2
327,misaligned,different,0.5,5PUUT3,4.8493150684931505,f,Expt2_Cohort2
328,misaligned,different,1.0,LLVdBD,5.671232876712328,m,Expt2_Cohort2
329,misaligned,different,0.4,NMCY2E,4.8493150684931505,f,Expt2_Cohort2
330,misaligned,different,1.0,N7N6QJ,5.835616438356165,f,Expt2_Cohort2
331,misaligned,different,1.0,B4J7AH,5.7534246575342465,m,Expt2_Cohort2
332,misaligned,different,0.6,557QS4,5.260273972602739,m,Expt2_Cohort2
333,misaligned,different,1.0,GYZRTE,6.575342465753424,m,Expt2_Cohort2
334,misaligned,different,0.6666666666666666,B42MVZ,6.410958904109589,m,Expt2_Cohort2
335,misaligned,different,0.8,WCW4P3,5.342465753424658,f,Expt2_Cohort2
336,misaligned,different,1.0,dCBR4J,4.273972602739726,f,Expt2_Cohort2
337,misaligned,different,0.16666666666666666,7WdEYG,6.164383561643835,m,Expt2_Cohort2
338,misaligned,different,0.25,2VdMPK,4.767123287671233,m,Expt2_Cohort2
339,misaligned,different,1.0,7TcFJA,6.164383561643835,f,Expt2_Cohort2
340,misaligned,different,0.0,PLS76N,4.3561643835616435,m,Expt2_Cohort2
341,misaligned,different,0.6,VFMYRA,6.328767123287672,m,Expt2_Cohort2
342,misaligned,different,0.3333333333333333,HXGHY5,5.178082191780822,na,Expt2_Cohort2
343,misaligned,different,0.16666666666666666,QWUB76,5.095890410958904,f,Expt2_Cohort2
344,misaligned,different,0.8,Ud4B2K,6.986301369863014,f,Expt2_Cohort2
345,misaligned,different,1.0,NW7HB3,5.835616438356165,f,Expt2_Cohort2
346,misaligned,different,0.8333333333333334,XWScUc,5.178082191780822,f,Expt2_Cohort2
347,misaligned,different,0.8333333333333334,ZVJDEU,5.7534246575342465,f,Expt2_Cohort2
348,misaligned,different,0.6666666666666666,QNMB4N,6.0,m,Expt2_Cohort2
349,misaligned,different,0.8333333333333334,LSc3FM,4.3561643835616435,m,Expt2_Cohort2
350,misaligned,different,0.8333333333333334,F4G4FM,4.438356164383562,m,Expt2_Cohort2
351,misaligned,different,1.0,2NP5LU,6.2465753424657535,f,Expt2_Cohort2
352,misaligned,different,1.0,22Q73C,6.493150684931507,f,Expt2_Cohort2
353,misaligned,different,0.2,TSGcWM,4.273972602739726,f,Expt2_Cohort2
354,misaligned,different,0.2,6EQ6ZY,4.767123287671233,m,Expt2_Cohort2
355,misaligned,different,1.0,DGU5G3,6.575342465753424,m,Expt2_Cohort2
356,misaligned,different,0.2,SM5UPX,4.273972602739726,f,Expt2_Cohort2
357,misaligned,different,1.0,R3PcJY,4.273972602739726,f,Expt2_Cohort2
358,misaligned,different,0.8333333333333334,UZUdUB,4.191780821917808,f,Expt2_Cohort2
359,misaligned,different,0.8333333333333334,2Z6TXF,6.739726027397261,m,Expt2_Cohort2
360,misaligned,different,0.8333333333333334,DEGFRM,6.904109589041096,f,Expt2_Cohort2
361,misaligned,different,0.2,XXNMVF,4.684931506849315,m,Expt2_Cohort2
362,misaligned,different,0.4,SYZ6JW,4.027397260273973,m,Expt2_Cohort2
363,misaligned,different,0.8333333333333334,DC7YSY,6.0,m,Expt2_Cohort2
364,misaligned,different,1.0,MQRYdH,4.191780821917808,m,Expt2_Cohort2
365,misaligned,different,0.3333333333333333,UTQMDV,5.917808219178082,m,Expt2_Cohort2
366,misaligned,different,0.3333333333333333,Yd4MNZ,5.342465753424658,m,Expt2_Cohort2
367,misaligned,different,0.2,PBcE6K,4.767123287671233,m,Expt2_Cohort2
368,misaligned,different,0.8333333333333334,T2PY42,6.410958904109589,F,Expt2_Cohort2
369,misaligned,different,1.0,WMS3PY,6.904109589041096,m,Expt2_Cohort2
370,misaligned,different,1.0,XJLS5V,5.671232876712328,f,Expt2_Cohort2
371,misaligned,different,1.0,JZTW76,5.342465753424658,m,Expt2_Cohort2
372,misaligned,different,0.0,B6ETF6,4.602739726027397,m,Expt2_Cohort2
373,misaligned,different,0.8,TPV3Q3,4.931506849315069,f,Expt2_Cohort2
374,misaligned,different,1.0,67R3AH,6.493150684931507,m,Expt2_Cohort2
375,misaligned,different,1.0,252KT2,6.410958904109589,m,Expt2_Cohort2
376,misaligned,different,0.5,EAFAHH,4.273972602739726,m,Expt2_Cohort2
377,misaligned,different,0.16666666666666666,SHNYH5,4.767123287671233,m,Expt2_Cohort2
378,misaligned,different,0.5,LSABCP,6.0,f,Expt2_Cohort2
379,misaligned,different,0.5,F6cPS4,4.602739726027397,f,Expt2_Cohort2
380,misaligned,different,0.0,M7W4BK,4.602739726027397,f,Expt2_Cohort2
381,misaligned,different,0.8333333333333334,MP5CJd,5.917808219178082,f,Expt2_Cohort2
382,misaligned,different,0.3333333333333333,K2RcW2,4.3561643835616435,m,Expt2_Cohort2
383,misaligned,different,0.6,3DG23J,4.3561643835616435,f,Expt2_Cohort2
384,misaligned,different,1.0,WGQAFG,6.493150684931507,m,Expt2_Cohort2
385,misaligned,different,0.75,XX2TNH,4.027397260273973,f,Expt2_Cohort2
386,misaligned,different,0.8333333333333334,N2GA2B,4.191780821917808,m,Expt2_Cohort2
387,misaligned,different,0.8333333333333334,YXd62F,4.438356164383562,f,Expt2_Cohort2
388,misaligned,different,0.6666666666666666,P2J3BQ,4.027397260273973,f,Expt2_Cohort2
389,misaligned,different,0.3333333333333333,c3FCXX,5.178082191780822,f,Expt2_Cohort2
390,aligned,different,1.0,2RWWZ7,6.493150684931507,f,Expt2_Cohort1
391,aligned,different,1.0,NJdNH4,6.2465753424657535,f,Expt2_Cohort1
392,aligned,different,0.0,WJVWWU,4.684931506849315,m,Expt2_Cohort1
393,aligned,different,0.16666666666666666,CAT4ZG,6.410958904109589,m,Expt2_Cohort1
394,aligned,different,0.5,2WP74c,4.3561643835616435,m,Expt2_Cohort1
395,aligned,different,0.5,EASJMJ,4.602739726027397,m,Expt2_Cohort1
396,aligned,different,1.0,DCQcGU,6.2465753424657535,m,Expt2_Cohort1
397,aligned,different,0.16666666666666666,CDJG6B,4.191780821917808,m,Expt2_Cohort1
398,aligned,different,0.8333333333333334,GHVHK6,6.904109589041096,m,Expt2_Cohort1
399,aligned,different,0.3333333333333333,637KXW,4.602739726027397,m,Expt2_Cohort1
400,aligned,different,0.6666666666666666,ZLTdXJ,6.575342465753424,f,Expt2_Cohort1
401,aligned,different,1.0,TMYEYX,6.986301369863014,f,Expt2_Cohort1
402,aligned,different,1.0,cULKQ4,5.7534246575342465,f,Expt2_Cohort1
403,aligned,different,0.5,3VTF4d,4.931506849315069,f,Expt2_Cohort1
404,aligned,different,0.8,BVATJP,5.589041095890411,m,Expt2_Cohort1
405,aligned,different,1.0,66KR2A,6.739726027397261,m,Expt2_Cohort1
406,aligned,different,1.0,Z6A6HA,5.095890410958904,f,Expt2_Cohort1
407,aligned,different,0.6666666666666666,4GHD47,6.821917808219178,m,Expt2_Cohort1
408,aligned,different,0.2,RBPFW2,5.424657534246576,f,Expt2_Cohort1
409,aligned,different,1.0,JT3dCQ,5.671232876712328,f,Expt2_Cohort1
410,aligned,different,0.8,ZPTAAN,5.671232876712328,m,Expt2_Cohort1
411,aligned,different,0.6666666666666666,SQTVTK,4.438356164383562,f,Expt2_Cohort1
412,aligned,different,0.8333333333333334,QFZJCK,6.328767123287672,f,Expt2_Cohort1
413,aligned,different,0.6666666666666666,5MPU6P,4.931506849315069,m,Expt2_Cohort1
414,aligned,different,1.0,PRCGVE,5.178082191780822,m,Expt2_Cohort1
415,aligned,different,0.8333333333333334,2XXKHX,5.424657534246576,m,Expt2_Cohort1
416,aligned,different,0.8,WdYBcR,6.493150684931507,f,Expt2_Cohort1
417,aligned,different,0.0,SNQL5Q,5.095890410958904,f,Expt2_Cohort1
418,aligned,different,0.6666666666666666,D3FQFL,4.684931506849315,m,Expt2_Cohort1
419,aligned,different,0.8,LZ4VF4,6.082191780821918,f,Expt2_Cohort1
420,aligned,different,0.5,HU53KP,4.602739726027397,m,Expt2_Cohort1
421,aligned,different,1.0,JY3YHZ,7.1506849315068495,f,Expt2_Cohort1
422,aligned,different,0.5,EFUU5P,4.438356164383562,m,Expt2_Cohort1
423,aligned,different,0.8333333333333334,NGd6cH,6.164383561643835,m,Expt2_Cohort1
424,aligned,different,0.6666666666666666,JYcPYS,4.767123287671233,m,Expt2_Cohort1
425,aligned,different,0.4,R4MQRD,5.7534246575342465,m,Expt2_Cohort2
426,aligned,different,1.0,63ZA2G,4.438356164383562,f,Expt2_Cohort2
427,aligned,different,1.0,D7cQVV,4.3561643835616435,m,Expt2_Cohort2
428,aligned,different,0.6666666666666666,ZcTHZD,4.273972602739726,m,Expt2_Cohort2
429,aligned,different,1.0,BHVRZB,6.657534246575342,m,Expt2_Cohort2
430,aligned,different,0.4,FRcVX2,6.0,f,Expt2_Cohort2
431,aligned,different,0.4,XAZZBC,4.027397260273973,m,Expt2_Cohort2
432,aligned,different,0.5,GH7E3L,5.095890410958904,m,Expt2_Cohort2
433,aligned,different,0.6666666666666666,GXPFJT,4.438356164383562,f,Expt2_Cohort2
434,aligned,different,0.75,UULEZL,4.52054794520548,m,Expt2_Cohort2
435,aligned,different,0.6,42SYQN,4.767123287671233,f,Expt2_Cohort2
436,aligned,different,0.0,PdQGGK,4.602739726027397,m,Expt2_Cohort2
437,aligned,different,0.2,FV6UMK,4.767123287671233,m,Expt2_Cohort2
438,aligned,different,0.8,P53E43,6.904109589041096,f,Expt2_Cohort2
439,aligned,different,0.5,BM53dR,4.52054794520548,m,Expt2_Cohort2
440,aligned,different,0.6,YUCc6Z,6.986301369863014,f,Expt2_Cohort2
441,aligned,different,0.3333333333333333,KUJ4UH,4.438356164383562,m,Expt2_Cohort2
442,aligned,different,0.3333333333333333,24DFVB,5.589041095890411,m,Expt2_Cohort2
443,aligned,different,1.0,FE5VWR,6.739726027397261,m,Expt2_Cohort2
444,aligned,different,1.0,3AcJCP,5.671232876712328,m,Expt2_Cohort2
445,aligned,different,0.5,KJFKY6,4.273972602739726,f,Expt2_Cohort2
446,aligned,different,0.6,SCF4A4,5.095890410958904,m,Expt2_Cohort2
447,aligned,different,1.0,647PWM,6.328767123287672,f,Expt2_Cohort2
448,aligned,different,0.16666666666666666,dK4AG7,4.684931506849315,f,Expt2_Cohort2
449,aligned,different,1.0,4YRELY,6.493150684931507,f,Expt2_Cohort2
450,aligned,different,0.8333333333333334,654ADc,4.273972602739726,f,Expt2_Cohort2
451,aligned,different,0.0,W3DCM6,4.767123287671233,f,Expt2_Cohort2
452,aligned,different,0.0,5WST6D,4.109589041095891,f,Expt2_Cohort2
453,aligned,different,0.8,VPXS3R,4.109589041095891,f,Expt2_Cohort2
454,aligned,different,1.0,cMTPEE,5.424657534246576,f,Expt2_Cohort2
455,aligned,different,0.8333333333333334,KPNSX4,5.013698630136986,f,Expt2_Cohort2
456,aligned,different,1.0,HGFXAC,6.739726027397261,m,Expt2_Cohort2
457,aligned,different,0.8333333333333334,5PUUT3,4.8493150684931505,f,Expt2_Cohort2
458,aligned,different,0.8333333333333334,LLVdBD,5.671232876712328,m,Expt2_Cohort2
459,aligned,different,0.5,NMCY2E,4.8493150684931505,f,Expt2_Cohort2
460,aligned,different,1.0,N7N6QJ,5.835616438356165,f,Expt2_Cohort2
461,aligned,different,1.0,B4J7AH,5.7534246575342465,m,Expt2_Cohort2
462,aligned,different,0.8333333333333334,557QS4,5.260273972602739,m,Expt2_Cohort2
463,aligned,different,1.0,GYZRTE,6.575342465753424,m,Expt2_Cohort2
464,aligned,different,0.8,B42MVZ,6.410958904109589,m,Expt2_Cohort2
465,aligned,different,0.5,WCW4P3,5.342465753424658,f,Expt2_Cohort2
466,aligned,different,1.0,dCBR4J,4.273972602739726,f,Expt2_Cohort2
467,aligned,different,0.5,7WdEYG,6.164383561643835,m,Expt2_Cohort2
468,aligned,different,0.4,2VdMPK,4.767123287671233,m,Expt2_Cohort2
469,aligned,different,1.0,7TcFJA,6.164383561643835,f,Expt2_Cohort2
470,aligned,different,0.0,PLS76N,4.3561643835616435,m,Expt2_Cohort2
471,aligned,different,1.0,VFMYRA,6.328767123287672,m,Expt2_Cohort2
472,aligned,different,0.5,HXGHY5,5.178082191780822,na,Expt2_Cohort2
473,aligned,different,0.5,QWUB76,5.095890410958904,f,Expt2_Cohort2
474,aligned,different,0.5,Ud4B2K,6.986301369863014,f,Expt2_Cohort2
475,aligned,different,1.0,NW7HB3,5.835616438356165,f,Expt2_Cohort2
476,aligned,different,0.8333333333333334,XWScUc,5.178082191780822,f,Expt2_Cohort2
477,aligned,different,0.6666666666666666,ZVJDEU,5.7534246575342465,f,Expt2_Cohort2
478,aligned,different,1.0,QNMB4N,6.0,m,Expt2_Cohort2
479,aligned,different,0.8,LSc3FM,4.3561643835616435,m,Expt2_Cohort2
480,aligned,different,0.0,F4G4FM,4.438356164383562,m,Expt2_Cohort2
481,aligned,different,1.0,2NP5LU,6.2465753424657535,f,Expt2_Cohort2
482,aligned,different,1.0,22Q73C,6.493150684931507,f,Expt2_Cohort2
483,aligned,different,0.8333333333333334,TSGcWM,4.273972602739726,f,Expt2_Cohort2
484,aligned,different,0.3333333333333333,6EQ6ZY,4.767123287671233,m,Expt2_Cohort2
485,aligned,different,1.0,DGU5G3,6.575342465753424,m,Expt2_Cohort2
486,aligned,different,0.0,SM5UPX,4.273972602739726,f,Expt2_Cohort2
487,aligned,different,0.8333333333333334,R3PcJY,4.273972602739726,f,Expt2_Cohort2
488,aligned,different,0.16666666666666666,UZUdUB,4.191780821917808,f,Expt2_Cohort2
489,aligned,different,1.0,2Z6TXF,6.739726027397261,m,Expt2_Cohort2
490,aligned,different,1.0,DEGFRM,6.904109589041096,f,Expt2_Cohort2
491,aligned,different,0.4,XXNMVF,4.684931506849315,m,Expt2_Cohort2
492,aligned,different,0.2,SYZ6JW,4.027397260273973,m,Expt2_Cohort2
493,aligned,different,0.8333333333333334,DC7YSY,6.0,m,Expt2_Cohort2
494,aligned,different,1.0,MQRYdH,4.191780821917808,m,Expt2_Cohort2
495,aligned,different,0.16666666666666666,UTQMDV,5.917808219178082,m,Expt2_Cohort2
496,aligned,different,0.8,Yd4MNZ,5.342465753424658,m,Expt2_Cohort2
497,aligned,different,0.5,PBcE6K,4.767123287671233,m,Expt2_Cohort2
498,aligned,different,1.0,T2PY42,6.410958904109589,F,Expt2_Cohort2
499,aligned,different,1.0,WMS3PY,6.904109589041096,m,Expt2_Cohort2
500,aligned,different,0.8333333333333334,XJLS5V,5.671232876712328,f,Expt2_Cohort2
501,aligned,different,1.0,JZTW76,5.342465753424658,m,Expt2_Cohort2
502,aligned,different,0.4,B6ETF6,4.602739726027397,m,Expt2_Cohort2
503,aligned,different,0.8333333333333334,TPV3Q3,4.931506849315069,f,Expt2_Cohort2
504,aligned,different,0.6666666666666666,67R3AH,6.493150684931507,m,Expt2_Cohort2
505,aligned,different,0.6666666666666666,252KT2,6.410958904109589,m,Expt2_Cohort2
506,aligned,different,0.5,EAFAHH,4.273972602739726,m,Expt2_Cohort2
507,aligned,different,0.4,SHNYH5,4.767123287671233,m,Expt2_Cohort2
508,aligned,different,0.3333333333333333,LSABCP,6.0,f,Expt2_Cohort2
509,aligned,different,0.0,F6cPS4,4.602739726027397,f,Expt2_Cohort2
510,aligned,different,0.0,M7W4BK,4.602739726027397,f,Expt2_Cohort2
511,aligned,different,0.6666666666666666,MP5CJd,5.917808219178082,f,Expt2_Cohort2
512,aligned,different,0.3333333333333333,K2RcW2,4.3561643835616435,m,Expt2_Cohort2
513,aligned,different,0.16666666666666666,3DG23J,4.3561643835616435,f,Expt2_Cohort2
514,aligned,different,1.0,WGQAFG,6.493150684931507,m,Expt2_Cohort2
515,aligned,different,0.16666666666666666,XX2TNH,4.027397260273973,f,Expt2_Cohort2
516,aligned,different,0.8333333333333334,N2GA2B,4.191780821917808,m,Expt2_Cohort2
517,aligned,different,0.8333333333333334,YXd62F,4.438356164383562,f,Expt2_Cohort2
518,aligned,different,0.2,P2J3BQ,4.027397260273973,f,Expt2_Cohort2
519,aligned,different,0.3333333333333333,c3FCXX,5.178082191780822,f,Expt2_Cohort2
